folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_DHN_HP_ELEC,f_DHN_BOILER_GAS,f_DHN_BOILER_OIL,f_DHN_BOILER_WOOD,f_DHN_COGEN_WOOD,f_DHN_COGEN_GAS,f_DHN_SOLAR,f_DHN_COGEN_WASTE,f_DHN_COGEN_BIO_HYDROLYSIS,f_DHN_COGEN_WET_BIOMASS,f_DHN_DEEP_GEO
263_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5139999999999687,151.659917,7.839952,1.3e-05,1.2e-05,6e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0
264_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5239999999999685,150.448933,7.841149,2e-05,1.9e-05,8e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
265_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5339999999999683,148.749486,7.844763,0.000404,0.000398,0.000173,4.5e-05,2.6e-05,1.5e-05,1.1e-05,1e-05,7e-06,0.0
266_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.543999999999968,148.988246,7.843101,4.6e-05,4.1e-05,2.1e-05,6e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
267_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.553999999999968,147.73449,7.844292,2.1e-05,1.9e-05,9e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
268_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.563999999999968,145.527355,7.846426,1.4e-05,1.3e-05,6e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
269_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5739999999999674,143.453003,7.847856,2.3e-05,2.1e-05,1e-05,3e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0
270_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.583999999999967,142.142485,7.848518,1.4e-05,1.4e-05,6e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
271_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.593999999999967,138.814058,7.849608,4.6e-05,4.3e-05,1.9e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
272_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.603999999999967,138.80115,7.849495,1.9e-05,1.9e-05,8e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
273_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.613999999999967,138.804148,7.849583,4.6e-05,4.1e-05,1.9e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
274_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6239999999999664,137.68252,7.850243,1.8e-05,1.6e-05,8e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
275_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.633999999999966,135.557619,7.851796,1e-05,9e-06,4e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
276_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.643999999999966,135.495427,7.851989,3e-05,2.8e-05,1.2e-05,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
277_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6539999999999657,132.907354,7.852524,4.8e-05,4.5e-05,2.1e-05,6e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
278_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6639999999999655,132.157175,7.852567,4.5e-05,4.1e-05,1.8e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
279_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.673999999999965,132.150599,7.852486,1.6e-05,1.6e-05,7e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
280_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.683999999999965,129.126903,7.855045,3.4e-05,3.2e-05,1.4e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
281_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.693999999999965,119.2221,7.87267,2e-05,1.9e-05,8e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
282_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7039999999999647,118.087052,7.873683,3.3e-05,3e-05,1.3e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
283_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.713999999999965,116.165456,7.876062,3.2e-05,3.1e-05,1.3e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
284_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.723999999999964,115.526224,7.876501,3e-05,2.8e-05,1.3e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
285_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.733999999999964,115.010872,7.872867,2e-05,1.8e-05,9e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0
286_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.743999999999964,114.878922,7.874486,1.5e-05,1.5e-05,6e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
287_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.753999999999964,114.882048,7.874562,1.2e-05,1.2e-05,5e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
288_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7639999999999634,114.734498,7.878009,3e-05,2.8e-05,1.3e-05,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
289_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.773999999999963,114.708523,7.878085,1.8e-05,1.6e-05,7e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
290_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.783999999999963,114.709755,7.878092,1.6e-05,1.5e-05,7e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
291_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7939999999999623,112.130938,7.881388,3.8e-05,3.4e-05,1.8e-05,5e-06,3e-06,1e-06,1e-06,1e-06,1e-06,0.0
292_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8039999999999625,108.138709,7.887538,2.1e-05,2e-05,9e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0
293_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8139999999999614,106.906515,7.889142,4.3e-05,4.1e-05,1.9e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
294_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.823999999999962,105.323909,7.890685,2e-05,1.8e-05,9e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
295_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.833999999999962,105.065549,7.891123,3.7e-05,3.5e-05,1.6e-05,4e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
296_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8439999999999617,104.128585,7.892779,1.5e-05,1.4e-05,6e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
297_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8539999999999615,97.054691,7.912573,4.8e-05,4.7e-05,2e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
298_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.863999999999961,97.056601,7.912548,3.7e-05,3.4e-05,1.6e-05,4e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
299_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.873999999999961,95.455931,7.914311,6.2e-05,5.7e-05,2.7e-05,7e-06,4e-06,2e-06,2e-06,2e-06,1e-06,0.0
300_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.883999999999961,88.473512,7.923617,2e-05,2e-05,9e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
301_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8939999999999606,88.545131,7.923132,4.7e-05,4.2e-05,2e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
302_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.90399999999996,88.377871,7.923078,3.6e-05,3.5e-05,1.6e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
303_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.91399999999996,88.387669,7.923601,3.5e-05,3.2e-05,1.5e-05,4e-06,3e-06,1e-06,1e-06,1e-06,1e-06,0.0
304_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.92399999999996,82.768352,7.928772,5.2e-05,5e-05,2.2e-05,6e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
305_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.93399999999996,76.386787,7.944581,4.4e-05,4.2e-05,1.9e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
306_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.94399999999996,72.139283,7.950721,2.8e-05,2.6e-05,1.2e-05,3e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0
307_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9539999999999593,67.844242,7.954278,2.1e-05,1.9e-05,9e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0
308_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.963999999999959,67.801419,7.954444,4.5e-05,4.2e-05,1.9e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
309_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.973999999999959,67.768435,7.9543,2e-05,1.8e-05,9e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
310_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.983999999999959,64.775128,7.958438,3.1e-05,2.9e-05,1.3e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
311_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9939999999999594,64.270557,7.95924,3.5e-05,3.4e-05,1.5e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
312_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.003999999999959,63.751055,7.959573,1e-05,1e-05,4e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
313_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.013999999999959,57.038544,7.968591,4.9e-05,4.7e-05,2e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
314_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.023999999999958,56.997135,7.968406,1.2e-05,1.2e-05,5e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
315_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.033999999999958,52.800314,7.974478,4.9e-05,4.7e-05,2.1e-05,6e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
316_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.043999999999958,52.159295,7.976072,5.7e-05,5.6e-05,2.4e-05,6e-06,4e-06,2e-06,2e-06,1e-06,1e-06,0.0
317_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.053999999999958,51.627875,7.977067,1.2e-05,1.2e-05,5e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
318_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.063999999999957,51.631554,7.976972,4.6e-05,4.5e-05,1.9e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
319_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.073999999999957,51.636428,7.977385,3.1e-05,2.9e-05,1.4e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
320_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.083999999999957,51.292309,7.977282,3.9e-05,3.7e-05,1.7e-05,4e-06,3e-06,1e-06,1e-06,1e-06,1e-06,0.0
321_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.093999999999957,49.644741,7.978688,1.4e-05,1.3e-05,6e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
322_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.103999999999957,49.527105,7.979065,6e-05,5.9e-05,2.6e-05,7e-06,4e-06,2e-06,2e-06,1e-06,1e-06,0.0
323_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.113999999999956,48.084304,7.983544,1.8e-05,1.6e-05,7e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
324_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.123999999999956,43.150321,7.993128,6.3e-05,6.1e-05,2.7e-05,7e-06,4e-06,2e-06,2e-06,2e-06,1e-06,0.0
325_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.133999999999956,42.66181,7.99412,5.3e-05,4.9e-05,2.2e-05,6e-06,4e-06,2e-06,1e-06,1e-06,1e-06,0.0
326_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.143999999999956,42.597812,7.99419,5.8e-05,5.4e-05,2.5e-05,7e-06,4e-06,2e-06,2e-06,2e-06,1e-06,0.0
327_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.153999999999956,42.618098,7.994064,4.2e-05,3.9e-05,1.8e-05,5e-06,3e-06,1e-06,1e-06,1e-06,1e-06,0.0
328_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.163999999999955,41.620993,7.996593,3.8e-05,3.6e-05,1.6e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
329_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.173999999999955,40.477032,8.001925,7e-06,6e-06,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
330_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.183999999999955,39.823214,8.00595,5.1e-05,4.8e-05,2.1e-05,6e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
331_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.193999999999955,38.077975,8.013614,8e-06,7e-06,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
332_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.203999999999954,38.039348,8.013561,4e-06,4e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
333_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.213999999999954,35.343054,8.024467,2.8e-05,2.7e-05,1.2e-05,3e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0
334_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.223999999999954,32.920673,8.029945,5.7e-05,5.6e-05,2.4e-05,6e-06,4e-06,2e-06,2e-06,1e-06,1e-06,0.0
335_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.233999999999954,32.694704,8.030198,7e-06,7e-06,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
336_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.243999999999954,32.543861,8.030366,5.6e-05,5.4e-05,2.4e-05,6e-06,4e-06,3e-06,2e-06,1e-06,1e-06,0.0
337_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.253999999999953,29.386491,8.044974,3e-05,2.8e-05,1.2e-05,3e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0
338_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.263999999999953,29.559617,8.045567,4.1e-05,3.7e-05,1.8e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
339_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.273999999999953,28.491328,8.050304,5e-06,5e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
340_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.283999999999953,27.937304,8.052031,9e-06,8e-06,4e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
341_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.2939999999999525,23.564715,8.050042,3.3e-05,3.1e-05,1.3e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
342_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.303999999999952,21.60098,8.056469,6e-06,6e-06,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
343_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.313999999999952,20.542858,8.059351,9e-06,8e-06,4e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
344_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.323999999999952,20.514938,8.059366,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.333999999999952,19.585958,8.062525,2.3e-05,2.1e-05,1e-05,3e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0
346_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.343999999999952,19.502527,8.062729,4.2e-05,3.8e-05,1.8e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
347_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.353999999999951,19.43528,8.062961,2e-05,1.9e-05,8e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
348_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.363999999999951,18.386287,8.066464,2.3e-05,2.2e-05,1e-05,3e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0
349_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.373999999999951,11.229281,8.090525,3.1e-05,3e-05,1.3e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
350_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.383999999999951,15.698977,8.075802,0.000241,0.000221,0.000105,2.8e-05,1.7e-05,1.1e-05,7e-06,7e-06,5e-06,0.0
351_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.39399999999995,7.125932,8.108234,0.000189,0.000186,8.1e-05,2.1e-05,1.3e-05,8e-06,5e-06,5e-06,3e-06,0.0
352_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.40399999999995,2.54638,8.124993,3.4e-05,3.2e-05,1.4e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
353_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.41399999999995,2.601817,8.1247,4.5e-05,4.3e-05,1.9e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
354_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.42399999999995,1.557053,8.127883,3.3e-05,3.2e-05,1.4e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
355_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.4339999999999495,0.314366,8.13177,2.2e-05,2.1e-05,9e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
356_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.44,173.276849,8.106667,1.1e-05,1e-05,5e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
357_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.640000000000001,141.68976,8.328453,3.2e-05,2.9e-05,1.3e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
358_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.840000000000001,0.787605,9.317197,4.1e-05,3.7e-05,1.8e-05,5e-06,3e-06,1e-06,1e-06,1e-06,1e-06,0.0
